word,arti,contoh,bahasa
TASUA,waktu yang disunahkan bagi muslim untuk berpuasa pada hari ke-9 Muharam,,Agama Islam
TATAH,pahat,,
TATAI,deretan,,Arkais
TATAK,tatakan,,
TATAL,serpih-serpih kayu yang ditarah (diketam),-- ketam,
TATAP,menatap,,
TATAR,bidik,,Arkais
TATIB,tata tertib,,akronim
TATIH,menatih,,
TAUBU,balok penyangga rumah panggung,,Gorontalo
TAUCO,→ taoco,,
TAUGE,→ taoge,,
TAUKE,majikan (yang mempunyai perusahaan dan sebagainya),,
TAUNG,menaungi,,Melayu Jakarta
TAUSA,"pasta kacang hijau atau kacang merah yang rasanya manis, biasa digunakan sebagai isian onde-onde dan kue bulan",,Cina
TAUSE,suku bangsa yang mendiami wilayah sebelah barat Danau Paniai,,
TAWAF,(bentuk ibadah dengan) berjalan mengelilingi Ka'bah tujuh kali (arahnya berlawanan dengan jarum jam atau Ka'bah ada di sebelah kiri kita) sambil berdoa,jutaan kaum muslimin melakukan -- dan sai,Agama Islam
TAWAK,menawaki,,Klasik
TAWAN,menawan,,
TAWAR,"tidak ada rasanya, kurang asin, kurang sedap (tentang makanan)",gulai ini -- rasanya,
TAWAS,"garam rangkap sulfat dan aluminium sulfat, dipakai untuk menjernihkan air atau campuran bahan celup",,Kimia
TAWES,"ikan air tawar yang ukurannya dapat mencapai 40,5 cm, berwarna putih keperakan pada saat hidup, mempunyai kebiasaan beruaya ke hulu sungai ketika musim hujan, tersebar di perairan Jawa, Sumatra, Kalimantan, dan Indocina",,
TAWON,"serangga bersayap membran, bersifat predator atau parasitoid, berburu mangsa dengan menggunakan sengatnya, tidak menghasilkan madu atau  atau  atau",,
TAWUR,perkelahian beramai-ramai,tiba-tiba terjadi -- antara kedua keluarga yang berselisih itu,
TAYIB,baik,,
TAYUB,tayuban,,
TAYUM,tayum-temayum,,Arkais
TAZIR,→ takzir,,
TEBAH,menebah,,
TEBAK,menebak,,
TEBAL,"berjarak lebih besar antara permukaan yang berlawanan jika dibandingkan dengan benda lainnya yang sejenis (tentang barang yang pipih atau berhelai-helai, seperti kertas, papan, kain, lapisan)",kertas --,
TEBAN,taruhan yang dipasang pada permainan judi,,Arkais
TEBAR,menebar,,
TEBAS,menebas,,
TEBAT,tambak untuk menyekat pengaliran air,,
TEBET,mengeluarkan atau membersihkan biji kapuk,,Aceh
TEBOK,menebok,,
TEBON,sisa tanaman jagung sehabis dipanen (sebagai pakan ternak),,
TEBUK,lubang (yang tembus seperti lubang tali sepatu),,
TEBUS,menebus,,
TEDAK,turun,,Jawa
TEDAS,nyata,berkata dengan --,
TEDUH,"reda (tentang angin ribut, ombak)",mereka bersenda gurau sambil menanti hujan --,
TEFEU,"penampung air hujan pada celah atau lubang-lubang batu berukuran kecil, biasanya di tanah berbatu cadas",,Wakatobi
TEGAH,yang tidak dibenarkan,menjauhkan (menghentikan) --,
TEGAK,berdiri,-- bulu kuduknya,
TEGAL,karena,,Partikel
TEGAP,kokoh kuat (tentang badan),badannya --,
TEGAR,keras dan kering,tanah --,
TEGAS,jelas dan terang benar,tanda-tanda lalu lintas itu tidak berapa -- kelihatan pada malam hari,
TEGEL,batu ubin,,
TEGER,pancing pendek,,Sunda
TEGIL,jalu pada ayam jago,,Melayu Jakarta
TEGOR,→ tegur,,
TEGUH,kukuh kuat (buatannya),gedung itu sangat -- buatannya,
TEGUK,meneguk,,
TEGUN,menegun,,
TEGUR,ucapan untuk mengajak bercakap-cakap,,
TEHID,suku bangsa yang mendiami wilayah bagian barat daya dan barat lautnya Papua,,
TEKAD,kemauan (kehendak) yang pasti,memasang --,
TEKAH,kera yang berekor panjang,,
TEKAK,bagian yang lembut dari langit-langit mulut sebelah belakang (tempat saraf perasa),,
TEKAM,"pohon, tinggi mencapai 38 m, kayu terasnya berwarna cokelat kemerah-merahan, digunakan untuk papan dan perabot rumah tangga",,
TEKAN,menekan,,
TEKAP,"penudung (penutup) yang melingkupi seperti telapak tangan pada mulut, saputangan pada muka",,
TEKAT,→ tekad,,
TEKEK,menekek,,
TEKEL,menekel,,
TEKEN,memberikan atau membubuhkan tanda tangan,surat perjanjiannya sudah ia --,Cakapan
TEKER,batu api (untuk membuat api dengan serbuk dan baja),,
TEKES,penutup kepala penari topeng,,Sunda
TEKIK,menekik,,
TEKIS,hampir pada tepi,,Adverbia
TEKOH,ketua (kepala) gudang,,
TEKOR,"kurang (tentang pembayaran, anggaran belanja, dan sebagainya)",perusahaan itu selalu -- dari tahun ke tahun,Cakapan
TEKPI,tombak bercabang tiga,,Cina
TEKTE,persekot sewa atau beli rumah dan sebagainya,,Cina
TEKUA,→ takwa (2),,
TEKUK,bertekuk,,
TEKUN,"rajin, keras hati, dan bersungguh-sungguh",ia belajar dengan --,
TEKUP,→ tekap (1),,
TEKUR,tunduk,,
TELAH,"sudah (untuk menyatakan perbuatan, keadaan dan sebagainya yang sempurna, lampau, atau selesai)",ia -- pergi dan tidak akan kembali lagi,Adverbia
TELAK,kena benar,ia melakukan sundulan dengan --,
TELAN,cacing yang kecil,,
TELAP,makan (mempan tentang senjata tajam),keris itu tiada -- pada tubuhnya,
TELAS,petelasan,,
TELAT,kasip,ia datang -- di kantor,
TELAU,belang yang berwarna lebih muda atau lebih terang pada dasar warna yang tua atau gelap (seperti sinar matahari yang menembus daun-daunan terus ke tanah),,
TELEK,"kotoran unggas (ayam, bebek, dan sebagainya)",,Jawa
TELER,"keadaan tubuh tidak normal, lemas tidak berdaya (tentang kesadaran saraf) karena pengaruh obat, alkohol, dan sebagainya",,
TELES,basah,,Jawa
TELIK,tajam tiliknya,"walaupun sudah tua, ibuku masih --",Sunda
TELIS,→ verba,,
TELMI,telat memikir,,Cakapan
TELOP,"tayangan berupa tulisan di layar televisi, berupa imbauan, pengumuman, teks terjemahan, dan sebagainya",,
TELOR,tidak dapat mengucapkan kata-kata dengan lafal yang betul (seperti kurang diucapkan kulang),lidahnya -- tidak dapat berkata dengan jelas,
TELUH,ilmu hitam untuk mencelakakan orang lain,,
TELUK,bagian laut yang menjorok ke darat,,
TELUR,"sel (terdapat pada wanita) yang akan menjadi bakal anak, jika dibuahi oleh sperma",,
TELUS,terus menembus,,Arkais
TELUT,bertelut,,
TEMAK,tumbuhan,,
TEMAN,kawan,hanya -- dekat yang akan kuundang,
TEMAR,menempa kulit kayu,,Abrap
TEMAS,temas-temas,,
TEMBU,→ kijang,,
TEMEH,temeh-temeh,,Arkais
TEMIN,"gelang-gelang dari besi (kuningan dan sebagainya) untuk menyimpan hulu pisau (tongkat, gagang tombak)",,
TEMPA,menempa,,
TEMPE,"makanan untuk lauk nasi, dibuat dari kedelai dan sebagainya yang diberi ragi",saya makan pagi dengan -- goreng,
TEMPO,waktu,dalam -- singkat terbongkarlah kedoknya,
TENAK,alu-alu,,
TENAM,"pohon, tinggi mencapai 40 m, berbatang lurus, gubalnya banyak mengandung damar, kayunya tidak banyak digunakan karena lembap dan tidak tahan lama",,
TENAR,sudah sangat diketahui orang banyak,Einstein menjadi -- karena teori relativitas,
TENAT,penat sekali,ia merasa -- setelah bekerja keras,
TENDA,kemah,pramuka mendirikan -- di lembah hijau yang indah itu,
TENDO,→ tendon,,
TENER,→ tiner,,
TENGE,mata uang Kazakstan,,
TENGU,tungau,,Jawa
TENIS,"permainan yang menggunakan bola (sebesar kepalan) sebagai benda yang dipukul dan raket sebagai pemukulnya, dimainkan oleh dua pemain (dua pasang), di lapangan yang dibatasi oleh jaring setinggi kira-kira satu meter",setiap minggu pagi Ayah bermain --,Olahraga
TENOK,bidik,,
TENOR,jenis suara tertinggi untuk orang laki-laki,"untuk menjadi penyanyi -- yang baik, ia harus berlatih sebaik mungkin",
TENSI,desakan atau aliran darah dalam (tubuh),dokter memeriksa -- pasiennya secara teliti,Kedokteran dan Fisiologi
TENTU,pasti,-- ia dapat menepati janjinya,
TENUK,tapir,,
TENUN,"hasil kerajinan yang berupa bahan (kain) yang dibuat dari benang (kapas, sutra, dan sebagainya) dengan cara memasuk-masukkan pakan secara melintang pada lungsin","abah-abah (alat, perkakas) --",
TEORI,"pendapat yang didasarkan pada penelitian dan penemuan, didukung oleh data dan argumentasi",,
TEPAK,"kotak kecil bertutup dibuat dari pandan, kayu, dan sebagainya untuk tempat sirih, tembakau, rokok, dan sebagainya",,
TEPAM,letakkan tapak tangan pada,,
TEPAR,terkapar karena sangat lelah,akhirnya mereka -- juga setelah lembur semalaman,Cakapan
TEPAS,"anyaman bambu (gedek atau bilik) untuk dinding, tutupan, sekat, dan sebagainya",,
TEPAT,"betul dan lurus (tentang arah, waktu, pilihan, janji, dan sebagainya), terbebas dari kekeliruan, dan sebagainya",gang ini -- menuju rumah guruku,
TEPEH,barai,,
TEPEK,selempeng (tembakau dan sebagainya),gula -- gula kelapa (aren) yang dicetak pipih,
TEPET,→ tepek,,
TEPIK,"tepuk, tampar",,
TEPIS,tangkis dengan belakang tangan,,
TEPOK,"lumpuh (tentang tangan, kaki) karena suatu penyakit",kakinya -- karena terserang polio,
TEPOS,pipih kurang berisi (tentang pantat),"badannya kurus tinggi, pantatnya --",
TEPRA,"anggur papua, berbiji sebesar biji cabai, mirip buah pinang, tidak merambat",,Botani
TEPUK,perbuatan menamparkan kedua telapak tangan untuk menimbulkan bunyi,,
TEPUS,"terna berimpang yang daunnya menyerupai daun pisang, bunganya berwarna merah terbuka, buahnya berwarna kuning dan umbutnya dapat dimakan, tumbuh di bioma tropis basah",,Botani
TERAK,"ampas leburan logam (timah dan sebagainya) yang dilebur dalam tanur tinggi, rupanya sebagai batu kaca",,
TERAL,meneral,,Arkeologi
TERAM,→ taram,,
TERAN,meneran,,
TERAP,"pohon sukun hutan, daunnya lebar-lebar, kayunya sangat cocok untuk bahan rumah karena tahan rayap",,
TERAS,bidang tanah datar yang miring,"pada -- yang lebih tinggi berdiri istana, sedangkan pada -- di bawahnya terbentang taman yang luas",
TERAU,menerau,,Arkais
TEREM,→ trem,,
TERES,pemotongan kambium secara melingkar untuk mematikan pohon secara perlahan-lahan,,Kehutanan
TERET,→ deret (1),,
TERIK,amat,panas -- panas sekali,
TERIN,"mangkuk yang terbuat dari tanah liat, biasanya bertutup, digunakan untuk mengolah masakan atau sebagai tempat menyajikan sup",,
TERKA,duga,,
TERNA,"tumbuhan atau tanaman tidak berkayu yang tegak atau merambat, umumnya tidak bertahan setelah akhir masa tumbuh, seperti pisang dan padi",,
TEROK,menerok,,Arkais
TEROR,"usaha menciptakan ketakutan, kengerian, dan kekejaman oleh seseorang atau golongan",,
TERPA,menerpa,,
TERUK,"parah, keras, hebat (tentang sakit, pukulan, perkelahian, bekerja, dan sebagainya)",lekaslah pergi ke dokter sebelum penyakitmu -- benar,
TERUM,"berlutut dengan kedua kaki depan atau dengan keempat kaki (tentang binatang besar, seperti gajah, unta, lembu)",,Klasik
TERUP,→ truf,,
TERUS,lurus menuju ...,"kami tidak -- ke kota, tetapi singgah dahulu di perkebunan karet",Adverbia
TESIS,pernyataan atau teori yang didukung oleh argumen yang dikemukakan dalam karangan,,
TESLA,satuan imbas-magnetik atau rapat fluks magnetik dalam sistem satuan internasional yang sama dengan satu weber,,Fisika
TESTA,selaput yang melindungi embrio tumbuhan berbiji dan berfungsi sebagai kulit biji,,Biologi
TETAK,menetak,,
TETAL,tidak berongga,,
TETAP,"selalu berada (tinggal, berdiri, dan sebagainya) di tempatnya",orang tuanya -- tinggal di dusun,
TETAR,menetar,,
TETAS,menetas,,
TETEH,panggilan kepada kakak perempuan,,Sunda
TETEK,susu,babu -- inang,
TETER,"perdu lurus, tinggi mencapai 5 m, berbulu seperti wol, berwarna putih kekuning-kuningan dengan bunga putih atau ungu, buahnya yang masak berwarna kuning, berbau tidak enak, akarnya direbus dan airnya diminum sebagai obat penyakit kencing darah dan nanah",,
TETES,benda cair (air dan sebagainya) yang jatuh menitik karena berat,beberapa -- air matanya menitik dari kedua kelopak matanya,
TETIS,satelit milik Saturnus,,Astronomi
TETRA,"karbon tetraklorida, cairan berbau busuk, tidak berwarna, tidak larut dalam air, tidak mudah terbakar, dan tidak meledak, digunakan sebagai bahan pelarut, ekstraksi, dan pengencer",,
TETUA,tua-tua,sekarang ada obat kosmetik untuk menghilangkan ~,
TETUN,suku bangsa yang mendiami daerah perbatasan antara Timor Barat dan Timor Leste,,
TEUKU,gelar untuk keturunan bawahan sultan dalam masyarakat dalam masyarakat Aceh,,Aceh
TEWAS,kalah,tim sepak bola itu -- pada babak semifinal,Arkais
TEYAN,pemungutan atau pengumpulan uang dan sebagainya untuk menyokong atau menyumbang,,Cina
TIADA,tak ada,pengabdian yang -- hentinya,
TIAGA,niaga,,Minangkabau
TIANG,"tonggak panjang (dari bambu, besi, kayu, dan sebagainya) yang dipancangkan untuk suatu keperluan",-- antena,
TIARA,hiasan kepala bertatahkan mutiara yang dipakai para ratu,,
TIBAN,"uang pasangan dalam perjudian, lotre, dan sebagainya",,
TIBIA,salah satu segmen kaki lebah yang berbulu dan berkantong untuk membawa polen,,
TIBUM,ketertiban umum,,akronim
TIBUN,jatuh,-- embun turun ke rumpun,Melayu Medan
TIDAK,"partikel untuk menyatakan pengingkaran, penolakan, penyangkalan, dan sebagainya",tempat kerjanya -- jauh dari rumahnya,Adverbia
TIDUR,dalam keadaan berhenti (mengaso) badan dan kesadarannya (biasanya dengan memejamkan mata),"siang untuk bekerja, malam untuk istirahat dan --",
TIFUS,penyakit usus yang cepat menular (disertai demam dengan ruam-ruam pada tubuh dan gangguan atas kesadaran diri),,
TIGAS,menigas,,
TIGEL,kesenian tradisional suku Abung berupa tarian perang,,
TIGON,mamalia karnivor hasil persilangan harimau jantan dan singa betina,,
TIHUL,sisa kayu yang sudah terbakar sebagian,,Sunda
TIJAK,→ pijak,,
TIKAI,selisih,,
TIKAM,"tusukan (dengan barang yang tajam, misalnya keris atau tombak)",luka kena -- luka karena tertusuk senjata tajam,
TIKAN,hasil mengetik,~nya rapi,
TIKAR,"anyaman daun pandan, mendong, dan sebagainya untuk lapik duduk (tidur, salat, dan sebagainya)",,
TIKAS,"deret sampah daun-daun kering (sarap) yang terjadi dari lumut, sampah, dan sebagainya yang tertinggal di pantai bekas air pasang",,
TIKET,"karcis kapal, pesawat terbang, dan sebagainya",,
TIKIM,"tanaman merambat, daunnya dapat dimakan dan dibuat obat radang kulit",,
TIKPI,senjata tajam yang berujung tiga,,Cina
TIKUS,"binatang pengerat, termasuk suku Muridae, merupakan hama yang mendatangkan kerugian, baik di rumah maupun di sawah, berbulu, berekor panjang, pada rahangnya terdapat sepasang gigi seri berbentuk pahat, umumnya berwarna hitam atau kelabu, tetapi ada juga yang berwarna putih",,
TILAM,kasur,,
TILAN,"ikan air tawar yang ukurannya dapat mencapai 50 cm, tubuhnya pipih memanjang, bersisik, terdapat banyak duri pada bagian punggung dan perut, pinggiran lubang hidung memiliki dua tonjolan halus seperti jari, warnanya kecokelatan dengan corak hitam, tersebar di Asia dan Afrika",,
TILAP,menilap,,
TILAS,bekas dari sesuatu pada masa lampau (bangunan dan sebagainya),,
TILDE,tanda ( ~ ) yang digunakan untuk menggantikan sublema yang terdapat dalam deskripsi kamus atau dalam contoh penggunaannya,,
TILEP,→ tilap,,
TILIK,penglihatan yang teliti (terutama penglihatan dengan mata batin),ia memiliki daya -- yang baik dan tajam,
TIMAH,"logam tidak keras, digunakan sebagai campuran untuk kertas bungkus, perkakas dapur, bahan solder, dan sebagainya",,
TIMBA,"perkakas (alat) untuk menyauk (mengambil) air (dari dalam sumur, kapal, dan sebagainya)",,
TIMBO,lemang (di Flores),,
TIMOL,"antiseptik, pencegah infeksi, penyusun wangi-wangian, dan pengawet yang diambil dari minyak daun dan kuncup tumbuhan timi",,Kimia
TIMOR,teknologi industri mobil rakyat,,akronim
TIMPA,menimpa,,
TIMUK,memukul dengan kepalan tangan mengarah ke ulu hati,,Gayo
TIMUN,mentimun,,
TIMUR,mata angin yang arahnya berlawanan dengan barat,matahari terbit di sebelah --,
TIMUS,"penganan dibuat dari singkong parut yang dikukus, dicampur gula merah, dibungkus daun pisang",,Jawa
TINAI,usus babi yang diawetkan dengan cara diasinkan dan dimasukkan ke dalam wadah kedap udara,,Tombulu
TINEA,"penyakit kulit yang disebabkan oleh jamur yang hidup sebagai parasit pada lapisan luar kulit, kuku, atau rambut",,Kedokteran dan Fisiologi
TINER,cairan untuk campuran cat,,
TINGI,tengar,,
TINJA,"kotoran atau hasil buangan yang dikeluarkan dari alat pencernaan ke luar tubuh melalui dubur, mengandung zat-zat makanan yang tidak dapat dicernakan dan zat-zat yang tidak berasal dari makanan, misalnya jaringan yang aus, mikroba yang mati",,
TINJU,kepalan tangan (untuk memukul),ia marah-marah sambil mengacungkan --nya,
TINTA,"barang cair yang berwarna (hitam, merah, dan sebagainya) untuk menulis",,
TIPAK,→ tepak,,
TIPAR,huma,padi --,
TIPAT,ketupat,,Tata Boga
TIPES,→ tifus,,
TIPIS,sedikit antara permukaan yang satu dengan yang lain (tentang barang-barang yang pipih),kain --,
TIPUS,→ tifus,,
TIRAH,tetirah,,Jawa
TIRAI,kain (sutra dan sebagainya) berumbai-umbai yang dipakai untuk perhiasan langit-langit tempat tidur atau tempat duduk,,
TIRAM,"lokan yang kulitnya agak datar, dagingnya (isinya) lezat dimakan termasuk marga Ostreidae",,
TIRAN,raja atau penguasa yang lalim dan sewenang-wenang (biasanya memperoleh kekuasaan dengan jalan kekerasan),tidak seorang rakyat pun merasa tenteram di bawah kekuasaan seorang --,
TIRAS,potongan atau guntingan benang (kain dan sebagainya),,
TIRAU,hantu jahat,,
TIRIK,tarian khas Banjar,,Banjar
TIRIS,"bocor (terutama tentang atap, genting, dan perahu)",atapnya -- karena gentingnya pecah,
TIRTA,air,,Sanskerta
TIRUS,makin ke ujung makin kecil,keris ini mempunyai mata yang panjang serta --,
TISIK,menisik,,
TISIS,penyakit yang menyebabkan pengurusan jaringan,,Ilmu Gizi:
TITAH,kata,-- raja harus dipatuhi,
TITAN,"satelit milik Saturnus dengan periode orbit 15 hari 22 jam, merupakan satelit terbesar kedua di tata surya dan memiliki atmosfer paling padat",,Astronomi
TITAR,bertitar-titar,,
TITEL,gelar yang diperoleh setelah menamatkan tingkat pendidikan dan sebagainya,dia akan pulang membawa -- doktor dalam bidang teknik,
TITEN,daun atau ranting-ranting kedelai yang luruh,,Jawa
TITER,kekuatan atau konsentrasi larutan,,Kimia
TITIH,→ petitih,,
TITIK,"noktah (pada huruf, tanda, tanda baca, dan sebagainya)",setiap kalimat berita diakhiri dengan tanda --,
TITIP,menitip,,
TITIR,"bunyi lesung (beduk, canang, kentungan, dan sebagainya) yang dipukul dengan gencar sebagai tanda bahaya dan sebagainya",,
TITIS,titik (air dan sebagainya),air matanya jatuh beberapa --,
TITIT,kemaluan anak laki-laki,,Melayu Jakarta
TIWAH,bagian dari rangkaian upacara penguburan pada masyarakat Dayak Ngaju,,Antropologi
TIWUL,"penganan yang dibuat dari tepung gaplek, diberi gula sedikit, kemudian dikukus, dapat dimakan bersama kelapa parut yang telah diberi garam sedikit",,
TOALA,"suku bangsa yang mendiami wilayah Kabupaten Luwu, Sulawesi Selatan",,
TOBAK,bertobak,,Arkais
TOBAT,sadar dan menyesal akan dosa (perbuatan yang salah atau jahat) dan berniat akan memperbaiki tingkah laku dan perbuatan,sekarang ia sudah -- dari kejahatan yang pernah dilakukan,
TOBOH,regu,,
TODAK,ikan hiu gergaji,,
TOFAN,→ topan,,
TOGAN,menogan,,
TOGEL,tidak berekor (tentang kucing dan sebagainya),,
TOGOK,batang kayu yang sudah ditebang dahan-dahannya,,
TOHOK,tempuling yang diberi tali,,
TOHOR,dangkal,,
TOJOH,dorong dengan galah,-- dulu padi itu biar masuk ke karung sedikit demi sedikit,Melayu Riau
TOKAK,→ tukak,,
TOKEK,"binatang merayap, kulitnya kasap berbintik-bintik, suaranya keras, hidup di rumah (pohon dan sebagainya)",,
TOKEN,"kemunculan kata, angka, atau huruf yang terpisahkan oleh spasi dalam suatu teks",,
TOKER,menyepak dengan kaki ke arah belakang,,Sunda
TOKOH,rupa (wujud dan keadaan),-- bulat seperti uang ringgit,
TOKOK,"tambahan sedikit (ketika menimbang, mengukur, dan sebagainya)",,
TOKOL,senyawa yang memiliki aktivitas vitamin E,,
TOKWI,kain penutup meja altar,,Cina
TOLAK,sorong,,
TOLAN,teman,handai -- [1] semua teman [2] kawan-kawan,
TOLAP,bertolap,,
TOLEH,tengok,,
TOLOK,banding,tiada --nya tiada bandingannya,
TOLOL,sangat bodoh,"aku lupa menanyakan nama dan nomor telepon wanita itu, betapa --nya aku",
TOMAN,"ikan air tawar yang ukurannya dapat mencapai 130 cm, tubuhnya bulat memanjang, warnanya perak kehitaman dengan bercak keputihan di bagian punggung, sirip ekor berwarna hitam, tersebar di Thailand, Vietnam, Semenanjung Malaysia, dan Indonesia (Sumatra dan Kalimantan)",,
